Tweets,Date
"One exprience untuk ini... Gue bukan tipe gamingboy, tiba tiba gue minjem hape kwan untuk main game (pubg) baru megang dan memang sedang on-fire,, tiba tiba gua berubah jadi teroris anjing, hape temen gua jadiin tembak2an dan gajelas nya gua teriak ‘fire in the hole’ WKWKWKWK",2023-04-11 18:48:39+00:00
@archenieI Emang anjing orang nipu pas bulan puasa gini astaghfirullah. Semoga diganti yang lebih lebih buat rezekinya ya abang,2023-04-11 18:48:03+00:00
perna gasi ngerasa mau marah ke orang tp gabisa. mau teriak anjing depan mukanya tp gabisa,2023-04-11 18:47:53+00:00
@infotwitwor_ Fyu ga jelas bgt anjing ga konsisten 😭,2023-04-11 18:47:11+00:00
@anothapage @savtuerns ini emang pada suka didegraade ya kok anjing-anjing an,2023-04-11 18:47:09+00:00
perasaan rame yg ngehype dah anjing,2023-04-11 18:46:56+00:00
HYUNSUK LO GA WARAS ANJING,2023-04-11 18:46:51+00:00
@txtdarisisange @dimasprmdtaw bacot anjing napa harus saling merendahkan sih,2023-04-11 18:46:42+00:00
@chermiztry DIEM DEH ANJING,2023-04-11 18:46:14+00:00
"Deo Toilet Alas Antibakteri 10pcs - Alas Toilet Kucing Anjing 3SG5MYD

https://t.co/LJLiDteeib https://t.co/gPmc4jjSsB",2023-04-11 18:46:03+00:00
waktu Indonesia teriak anjing https://t.co/H0lQwe5NJe,2023-04-11 18:45:39+00:00
nangis ajalah anjing gue kaya demot parah monhet hikss,2023-04-11 18:45:39+00:00
"okay dia idol tp masih manusia juga, kaya anjing yaudah lu gak usah sebar sebar gtu babi, kesel banget gua itu privasi dia.",2023-04-11 18:45:37+00:00
"@kegblgnunfaedh dikira kita ngantri tuh pake perasaan riang gembira dan penuh kasih sayang kali ye.
ENGGA ANJING, ORANG NGANTRI TUH PERASAANYA SENSITIF BGT, KALO BISA ORANG YANG GA SALAH JUGA MAU DILEPOK KALO IKUTIN EMOSI, JADI JANGAN DIPANCING",2023-04-11 18:45:27+00:00
@yucjinahn namanya juga anjing jin,2023-04-11 18:45:20+00:00
"@moonareas anjing ngelawak lu? baru jg crush udah nyuruh nyuruh, sinting.",2023-04-11 18:44:52+00:00
"@marshaEV25 Sial, enak banget ya tu anjing",2023-04-11 18:44:43+00:00
@diydiw liat aja gua culik bombom anjing,2023-04-11 18:44:39+00:00
@AdR_094 @tanyakanrl Nama anjing gw bang 😭,2023-04-11 18:43:53+00:00
"fit darimana anjing, gue loyo di fit fit in (slahkan memahami)",2023-04-11 18:43:52+00:00
@sraigec @undipmenfess Anjing,2023-04-11 18:43:40+00:00
IHHHH ANJING INI TWITTER NYA KENAPAAAAA,2023-04-11 18:43:39+00:00
anjing,2023-04-11 18:43:39+00:00
"Vcs yok anjing, sial gua sangek banget ni",2023-04-11 18:43:34+00:00
emg gila anjing ni gua dideketin dua org sekaligus kah tai,2023-04-11 18:43:30+00:00
Anjing nih si tampan asu tengah malem aja bikin gue emosi .,2023-04-11 18:43:10+00:00
anjing https://t.co/JVtNowR3k1,2023-04-11 18:42:57+00:00
"gratis 2 kalung n bantal alas TENDA MOTIF CANTIK kitten Kucing anjing- UVTZH8H

https://t.co/Ko4aYCsJ8x https://t.co/bKUVepisjv",2023-04-11 18:42:48+00:00
"@Versakleg @Veelgeenoo @VeelaaRhie @Restty_cayah Anjing"" ISIS dan Taliban bisanya menggonggong doang, gak lebih.",2023-04-11 18:42:48+00:00
"dulu ada seseorang yang merendahkan dirinya serendah rendahnya demi seseorang yang keras kepala, dan untuk pertama kalinya aing ngerendahin diri serendah rendahnya hanya untuk manusia keras kepala yang mementingkan egonya.
hidup terlalu anjing, apakah sebuah karma ?entahlah",2023-04-11 18:42:39+00:00
anjing masa pas nge tweet gini tbtb jean jacket ngedeket bjingan gw kaget,2023-04-11 18:42:30+00:00
@rahmadrifany anjing,2023-04-11 18:42:18+00:00
"Kasur Kucing Anjing Oval 60cm - Tempat Tidur Hewan 3WPZ1EL

https://t.co/52rDVKhiju https://t.co/u7V7nTRTY3",2023-04-11 18:42:04+00:00
UDAH ANJING STOP😭😭😭😭 https://t.co/CHWAXG9vG1,2023-04-11 18:41:51+00:00
apaan sih anjing,2023-04-11 18:41:47+00:00
ANJING BARU BUKA KOMUNITAS ADA ORG POST TITIT JIJIK BGT SHSJSUSHSH ANJG 😭🫵,2023-04-11 18:41:41+00:00
@LUNERPW AAAA KANGEN. WALAUPUN KELAKUAN LU KAYAK ANJING,2023-04-11 18:41:32+00:00
@anothapage apasih anjing,2023-04-11 18:41:02+00:00
"Tempat Tidur Anjing kucing hewan peliharaan pet kasur - Size M - Gray Z4YKHAW

https://t.co/GDi3VFwIeb https://t.co/bfG3dk0e03",2023-04-11 18:40:59+00:00
"Kasur Kucing Anjing Bulat 45cm - Tempat Tidur Hewan YIW7220

https://t.co/7V12jsHyvz https://t.co/d1UgECMxen",2023-04-11 18:39:59+00:00
"@yujinadn gak ah, enakan jadi anjing",2023-04-11 18:39:46+00:00
@tanyakanrl apasih anjing tolol banget dah goblokkkk,2023-04-11 18:39:35+00:00
siapa pencetus si kay mirip lina mukherje anjing gue ngetawain ini daritadi jadinya bangsta,2023-04-11 18:39:27+00:00
fyp kebak spin the wheel challenge dll tai anjing,2023-04-11 18:39:24+00:00
Jangan tolol anjing,2023-04-11 18:39:21+00:00
keluar sm temen cewek aja ngereognya minta ampun. wkwWKWKKWKW ANJING,2023-04-11 18:39:02+00:00
@sukabbo sumpah iya anjing aslinya w rada kesel dia males malesan mulu tp lucu 😭😭😭😭😭,2023-04-11 18:38:34+00:00
@awkerina keren ya anjing nya bisa make baju putih,2023-04-11 18:38:32+00:00
"Puppy Training Spray Semprot Latih Pipis Anak Anjing Potty Training YKC6FHK

https://t.co/6uGLUBxX78 https://t.co/Wth331dSvA",2023-04-11 18:38:27+00:00
@Sdmicheal1111 @naayibb akwoakwokwok anjing ngakak bgt gbloggggggg😂😂,2023-04-11 18:38:25+00:00
@yujinadn gak liat gue jadi anjing gini masih lu suruh jadi babi?,2023-04-11 18:38:22+00:00
"@AREAJULID Suka ngetawain orang india, padahal orang indog lebih tolol sdm rendah norak anjing mati aja anjing",2023-04-11 18:38:21+00:00
@bluessalvia @tanyakanrl cowo selingkuh paling cuman ngopi bareng. tapi kalo cewe selingkuh nya ngentot sampe hamil. EMANG ANJING CEWE SEKARANG BABIII,2023-04-11 18:38:07+00:00
Tidur 11 jam malah bikin ga ngantuk anjing,2023-04-11 18:38:06+00:00
YANG BNR AJA LU XL HOME ANJING LU ANJINGGGG,2023-04-11 18:38:00+00:00
"gue tidur pake selimut ada kerasa goyanv dikit deket kaki gua tapi gua biarin, tp makin lama makin oogly gooey... TERNYATA CICAK ANJING",2023-04-11 18:37:59+00:00
"Anjing ga enak banget feeling nya tuh kek tiba2 emosi ,sedih,bete semenjak balik kemaren beneran ga bisa lupa gimana di teriakinnya,berusaha jadi penengah tapi dianggep belom dewasa",2023-04-11 18:37:56+00:00
Bergantunglah terus seperti anjing yang bergantung kpda majikannya sampe ia mati,2023-04-11 18:37:44+00:00
Elon anjing,2023-04-11 18:37:31+00:00
"Tiap chat, mau vcs aja ngomong lonte banyak di sini, aku ngak suka vc lonte anjing, aku suka ngentot langsung, berapa pun aku byar🤷",2023-04-11 18:37:28+00:00
"Kacamata Hewan Kucing&amp;Anjing Kecil/Eyeglasses Dog/Sunglasses Cat 8Cm 68JLPYG

https://t.co/fI767RlKQb https://t.co/QEboYoWcTw",2023-04-11 18:37:22+00:00
@moonareas anjing lucu wkwkwk,2023-04-11 18:37:03+00:00
@moonareas ANJING COK WKWKW,2023-04-11 18:36:54+00:00
anjing demi apa gw mimpi aneh bgt,2023-04-11 18:36:53+00:00
"@tanyakanrl Sukak sukak ku lah anjing, https://t.co/iFprLTPYWl",2023-04-11 18:35:21+00:00
@bombsgrey anjing wkwkkwwk,2023-04-11 18:35:14+00:00
@tifsembiring Si @PatihSengkuni11 ini anjing apa manusia? Atau otaknya saja yg kayak PKI?,2023-04-11 18:34:56+00:00
@kinderpoyyy kadang kaya anjing kadang anjing banget,2023-04-11 18:34:49+00:00
@sausntartar @tanyakanrl anjing woakwoakw,2023-04-11 18:34:37+00:00
"@carrrttt @creamycheessy @sbyfess Kelakar ke weyy? Cakap bodoh, marah tapi masalahnya mmg IQ rendah pun. Bodoh mcm anjing",2023-04-11 18:34:36+00:00
@AwVirals geli bat anjing,2023-04-11 18:34:36+00:00
malem malem bru pulang ada tai ayam di teras psti ayam ny nene davi nih klo malam ngk di kandangin asu emg ayam anjing,2023-04-11 18:34:19+00:00
anjing wkwk,2023-04-11 18:34:05+00:00
"@cctvidiots @fkriysri Fuck this bullshit madafak kepala barua dia idiots cctv anjing kau, apa function kau buat account ni babi follow us buto kau bangang bodoh betul kau ni",2023-04-11 18:33:50+00:00
Orang ngorok kyk babi tuh nyusahin hidup orang lain aja anjing,2023-04-11 18:33:27+00:00
@tanyakanrl Yah anjing gw uda di fase pengen ngelesbi aja rasanya 🗿,2023-04-11 18:33:17+00:00
"@yucjinahn iyah😍 abis jadi anjingnya sunghoon, sekarang jadi anjing jake🫶🏻",2023-04-11 18:33:14+00:00
COWO ANJING BABI MONYET BANGSAT,2023-04-11 18:33:11+00:00
Anjing capek bgt gue sama hidup,2023-04-11 18:32:30+00:00
"@thepappito He anjing, sakit hati aku nengok nya pukimakkkkkkk",2023-04-11 18:31:46+00:00
Ini sih penindasan anjing,2023-04-11 18:31:39+00:00
@ovrfrndio anjing,2023-04-11 18:31:18+00:00
@sangwmn Lahhh anjing jake?,2023-04-11 18:31:10+00:00
"PET HAMMOCK - TEMPAT TIDUR GANTUNG KUCING ANJING - TEMPAT TIDUR HEWAN GANTUNG - BLACK OUTLINE 02 3YYW2KS

https://t.co/iU3N3UFHAT https://t.co/EsoNXcRBGH",2023-04-11 18:31:09+00:00
TAR DULU GA KUAT ANJING BENTAR,2023-04-11 18:30:47+00:00
abin anjing malah ngirimin yg ga bener,2023-04-11 18:30:43+00:00
"Akun2 alter open bo vcs anjing monyet babi

Gue mau cari info pelabuhan merak yg trending sekarang malah ketutup sama lapak bokepnya mereka -_-",2023-04-11 18:30:41+00:00
"gue capek, mau istrahat tapi sulit banget anjing pengen nangis tapi udah ga bisa",2023-04-11 18:30:31+00:00
"WIBU BGT ANJING AYANG GW😭😭😭🤏
tapi gaoaoa, ayang bebas💞 https://t.co/xHJtXdAgzd",2023-04-11 18:30:28+00:00
@partisangambia @nursandie Bacot lu anjing,2023-04-11 18:30:22+00:00
jamet gajelas anjing https://t.co/vfooidNlcp,2023-04-11 18:30:14+00:00
ANJING BANGSAT GW LIAT KONTOL AH UDH MALEM JUGA GW TABOK NENEK LU,2023-04-11 18:30:12+00:00
"Saat dunia ga adil , bahu hilmi yang dulu selalu ada. Hilmi anjing https://t.co/IlaEbsNPXa",2023-04-11 18:29:58+00:00
"Selimut / Alas Tidur Hewan Anjing Kucing Kelinci Hamster Super Lembut dan nyaman J27A0U2

https://t.co/pw5qznrT1D https://t.co/ZGHLJU5sbw",2023-04-11 18:29:41+00:00
ak mau diem tp ak gbs diem wkwkwkwkwkwkwkwwkkwkwkwk anjing waw makasih plot twist nya,2023-04-11 18:29:38+00:00
"@18fesss Gue boleh marah ngga? Pasti boleh lah yah :v

ANJING .

GUE PERNAH NURUTIN KEMAUAN DOI GUE DULU, EHH SEKARANG DIA UDAH SAMA YANG LAIN ANJING 😌",2023-04-11 18:29:37+00:00
"@iamhasyim @18fesss @iamhasyim W KATA LU DIEM AJA DEH ANJING. tipikal org yg batu selalu ngerasa 'sok' bijak LU TUH GATAU RASANYA HAMIL GMN ANJING. SANA LU TAMPUNG BAYI 9 BULAN, TIDUR BERAK MANDI BAWA TRS GA PERNAH DITINGGAL. JGN JATAH NYA AJA LANCAR GILIRAN MNTA BELI CENDOL AJA BERASA MINTA BERLIAN",2023-04-11 18:29:31+00:00
"@hakimiaqil1997 Try hard lgi brader, ingt aku peduli sgt bang non ke Zahid ke, mail ke ape. Ko je ni try hard gile jadi anjing UMNO. Last2 tersakiti 🤣",2023-04-11 18:28:55+00:00
cinta cintaan bikin pusing aja anjing muak juga,2023-04-11 18:28:49+00:00
"orang"" pada gatau tempat dah herann anjing",2023-04-11 18:28:42+00:00
"kntol, gausah sok iye ngambil hati nyokap gue. yg ada makin bikin gue benci aja sama lu anjing",2023-04-11 18:28:35+00:00
@anothapage BIL ANJING WKWK,2023-04-11 18:28:24+00:00
@82O54 ANJING WKWKWKW RENDANG,2023-04-11 18:28:15+00:00
malem malem malah nemu note dari mantan kan anjing,2023-04-11 18:28:01+00:00
ANJING JANTUNG GUE MEROSOTTT KAYA MAKSUD LU NGOMONG BEGITU DENGAN SUARA BEGITU TUH APA AJKLJHGFHS,2023-04-11 18:27:58+00:00
"Kuliah anjing, belom masuk udh mumet sialan bgt",2023-04-11 18:27:46+00:00
@WJLGstories Saya melihat bayangan Kobo dari mata si anjing,2023-04-11 18:27:29+00:00
gausah bandang bandung bandang bandung lah anjing,2023-04-11 18:27:20+00:00
saatnya anjing ini diving dulu sebelum haha hihi lagi,2023-04-11 18:26:34+00:00
ANJING GUE BELUM MATWA LAGI COK BABI MANA ITU ADA DI HP GUE ANJGGGGG,2023-04-11 18:26:27+00:00
stress semua tmn gue anjing 😭😭😭 https://t.co/XmPrV4vwMZ,2023-04-11 18:26:27+00:00
MAJU LU ANJING,2023-04-11 18:26:14+00:00
"@tanyakanrl ngotak anjing, gatau trimakasih bgt bangsat",2023-04-11 18:25:46+00:00
@Dennysiregar7 KL pak Anies jadi presiden kau tidak ada kerjaan jadi penjilat kontol penguasa. Keluarga penjilat kelamin kau anjing,2023-04-11 18:25:36+00:00
"@hakimiaqil1997 @RMalanjum_ @ayahyoi Kesian anjing UMNO ni, last2 ludah jilat balik 🤣",2023-04-11 18:25:25+00:00
pala gue bisa udahan gasih anjing pusing sebelahnya,2023-04-11 18:25:21+00:00
"kesel bgt anjing, ranek koncone yo susah ya jebul, opo2 dewe, dipaido, brengsekkkkkkkkk",2023-04-11 18:25:09+00:00
anjing,2023-04-11 18:25:05+00:00
APASIH MAUNYA ANJING,2023-04-11 18:25:03+00:00
"@tanyakanrl anjing, se penting itu kah kita harus tau kalo lu beda sama orang2???? kalo lu pikir nggak lucu ya udah gitu maksud gua, emang orang2 di twitter harus tau kalo menurut lu dia biasa aja, lucu dan nggak lucu itu ya emang subjektif lu nggak perlu mempertanyakan kenapa",2023-04-11 18:24:53+00:00
Ih anjing SPILLLL,2023-04-11 18:24:46+00:00
Jadi aku tau kamu se anjing itu,2023-04-11 18:24:41+00:00
"Alas Kandang Kucing Alas Kandang Anjing 30 x 60 2LIJHFS

https://t.co/ugMtUVpUbL https://t.co/Pvcwsa4LXJ",2023-04-11 18:24:04+00:00
"Kasur Tempat TIdur Kucing anjing Bantal Hewan Motif LTBK3ZY

https://t.co/IY7IC4kj0K https://t.co/WqiT0QKw1V",2023-04-11 18:24:04+00:00
arrghhhh gabisa tidur anjing https://t.co/tWU9TABmg5,2023-04-11 18:23:56+00:00
@detikcom Pemerintah anjing ini udah mulai berani terang terangan ya,2023-04-11 18:23:47+00:00
Gue cuma sayang sama history chat gue doang anjing😔,2023-04-11 18:23:21+00:00
Lagian ngadi ngadi banget jadi orang anjing😭,2023-04-11 18:23:21+00:00
anjing anjing,2023-04-11 18:23:13+00:00
@usernametuit @sosmedkeras Wkwkwkwkwk ini baru bener anjing,2023-04-11 18:23:11+00:00
pait banget anjing minum obat digerus,2023-04-11 18:23:10+00:00
ini hansol tipikalnya kayak jila anjing😭😭😭 klo ngetik biadab,2023-04-11 18:22:54+00:00
"kali ini bnr"" kecewa aku anjing",2023-04-11 18:22:25+00:00
"sakit hati bgt anjing, brengsek",2023-04-11 18:22:24+00:00
"@ttmymoodb Alafyu dibalas anjing, nice try adik-adik...",2023-04-11 18:22:17+00:00
"anjing gua keinget itu malu bangettt kobisa ketelepasan ya allah demi allahhh ga sengaja, ga ada niat jahat apalagi bikin dia malu 😭 justru abis ngelakuin itu, gua yg malu karena takut dia masuk ke hati. ya allah sumpah ga niat ga sengaja juga 😭",2023-04-11 18:22:12+00:00
Lu mau tau apa yang paling anjing?,2023-04-11 18:22:01+00:00
BARU SADAR CAPTNYA.. KONTOL KALO MAU FAKERIN GAUSAH PAKE KATA KATA GA CANTIK ANJING LO FIKIR BAPAK GUE SAYANG GUE GEGARA GW CANTIK? GEGARA GW ANAKNYA LAH TOLOLOLLLOLOLOLOLOL MEMKEKKKLKKKK,2023-04-11 18:21:56+00:00
"user jaeminerva bisa diem dulu ga anjing, gua malu banget fak😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",2023-04-11 18:21:45+00:00
IH SEDIH ANJING 😭👎,2023-04-11 18:21:23+00:00
"🫧
🐬 Yoona kalo pake poni kadang keliatan kayak anak anjing
🦌 Oh ya? Tim anak anjing
🐬 Tapi bukannya kamu lebih suka rusa? Atau sekarang lebih suka kelinci?
🦌 Aku suka rusa, lebih suka kelinci. Tapi lebih mirip rusa haha",2023-04-11 18:21:17+00:00
Anjing banget lah besok gue kerja kek gmn cokk 😭😭😭,2023-04-11 18:21:16+00:00
lo bisa gak kaga usah lihat story gue anjing,2023-04-11 18:21:15+00:00
Cokkk lu dimana kontooooll @DeDeppss . Ini issue atau beneran di pukulin anjing https://t.co/7psCR4RHar,2023-04-11 18:21:13+00:00
"Bayangin besok tu males kali
Krna capek anjing stempel sendirian
Punya partner yg satu kecentilan yg satu feel free everydayyyy",2023-04-11 18:20:55+00:00
@sukkiech Gita the real cevvek keren nyettt bawa truk anjing WKWKWKWK https://t.co/1WFOEKq1yS,2023-04-11 18:20:42+00:00
"Orang-orang putus tuh seringnya gara-gara pacarnya chatan sama temennya gak sih? Gua marah ke Tobi gara-gara si Fanly itu 😭 Fanly anjing emang. Kemana dia sekarang? Masih idup lu???? Lu masih ada utang, tapi gapapa gua ikhlasin tapi lu awikwok banget sumpah ☠",2023-04-11 18:20:33+00:00
Masalahnya no wanya udah ilang anjing ini pake kepencet uninstall lagi yaallah😭😭😭 goblok banget gue,2023-04-11 18:20:19+00:00
@marceIlius Wkwkwk kayak jerapah anjing,2023-04-11 18:20:17+00:00
@bang_tan_7__ @loopmyg WTF shiper taenie ini ngerusuh aja anjing,2023-04-11 18:20:11+00:00
KOK KE TWEET ANJING GUE BLM KELAR NGETIK,2023-04-11 18:19:52+00:00
"Dia nih yang anjing, gua udah ngerjain setenfah jalan eh malah error, pas di restart malah ga kesimpen file nya, terus gua kudu reintsall lagi, tau gitu gua ga usah lah ngerjain tugas, tidur aja https://t.co/Om2iTFK1gy",2023-04-11 18:19:44+00:00
anjing,2023-04-11 18:19:40+00:00
anjing kontol masih ga tega sm penemuan kemarin💔,2023-04-11 18:19:30+00:00
"orang cuma tau gua sebagai orang jahat dari cerita satu sisi, mereka cuma nilai tanpa mereka tanya dari gua gimana. gua udah gaada energi lagi buat ngutarain cerita gua ke orang"", kalo orang mau cap gua anjing ataupun tai itu silahkan. gua gaada ENERGI LAGI. sumpah i give up.",2023-04-11 18:19:28+00:00
"@rubysgen Anjing astaghfirullah, ini Juyeon malah lagi makan bareng sama aku sambil liat eiffel tower",2023-04-11 18:19:22+00:00
"Anjing, ttep aja begadang. 😀😅😅",2023-04-11 18:19:21+00:00
"nih anak anak muda deket rumah gue bangunin sahur kek ngajak baku hantam anjing, narik narik apa itu berisik bgt padahal baru jam 2 lbih, setengah 3 aja blm sdngkan mamaku bangun masak biasanya jam 3 🥲",2023-04-11 18:19:20+00:00
@iloloveuuu_ Tapi si ocean nyaut kalau udh dipanggil anjing 😞,2023-04-11 18:19:20+00:00
Yallah gue nangiz banget anjing😭😭😭😭😭😭😭😭,2023-04-11 18:19:10+00:00
"aduh anjing kapan si lebaran, gua udah cape nahan sange tiap malem",2023-04-11 18:19:09+00:00
"Ada aja orang yang beretika telp jam segini anjing. Padahal baru tidur, jadi gak bisa tidur bangsat",2023-04-11 18:18:51+00:00
anjing kangenvibes 2021 wkwkwkowkwokwok,2023-04-11 18:18:44+00:00
Hal Paling jancok adalah WHATSAPPKU ke uninstall anjing😭😭😭😭,2023-04-11 18:18:27+00:00
"@tanyarlfes Di rumah kalo bisa di usahain pelihara ikan, kucing, atau ayam karena nih hewan terjaga di waktu malam dan agak peka degan mahluk mahluk halus
Kalo nonmuslim pelihara anjing juga bagus
Usahain melihara salah satu tuh hewan, setidaknya ikan lah di aquarium yang lebih simple",2023-04-11 18:18:20+00:00
"@satukrday emg, sangat amat anjing",2023-04-11 18:18:18+00:00
"Cape bgt pengen ngancurin sesuatu, kenapa sih giliran gua niat ngerjan tugas adaaa aja gangguannya, kek anjing bisa gasi ga usah ngasi cobaan mulu",2023-04-11 18:17:57+00:00
"forced what???

nih minimal... minimal klo lgi war tuh bawa fakta anjing jangan ngehalu😭😂 wkwkwkw lu gk malu apa? ngetik begitu ke orang yg bulol banget ke dream?? tolol tolol  kalau gue mah maluuuu cok",2023-04-11 18:17:48+00:00
"Pertanyaan gua dah ini mah.
Kalau perlakuan lu kayak gini, gimana mau move on, anjing?",2023-04-11 18:17:36+00:00
"DIH ANJING, TERNYATA???!!!?!?!!!!",2023-04-11 18:17:35+00:00
Tulus banget tapi dia kaya anjing,2023-04-11 18:17:30+00:00
@nevraskaz @moonareas BENERAN ALAY ANJING 😭,2023-04-11 18:17:16+00:00
"bangsat banget dah tadi gua lagi nangis kicil, terus buka twitter langsung muncul jeon jungkook kek qakxelsnwlnff. gila anjing gua",2023-04-11 18:16:57+00:00
@njIungup JELEK BANGET ANJING,2023-04-11 18:16:48+00:00
"Aduh, 3 vs 1 ini kapan selesainya ☺️☺️ sesek anjing",2023-04-11 18:16:38+00:00
@campdenoren23 Anjing,2023-04-11 18:16:38+00:00
"anjing ini si cinon sengaja drama bgt pas ultah sehun kah, tl lagi adem ayem batiba ada si dinda yg bikin au nyudutin soel",2023-04-11 18:16:30+00:00
Anjing memang Bngt..!!! Tpi dulu,2023-04-11 18:16:23+00:00
Anjing,2023-04-11 18:16:04+00:00
duh anjing ngidam ayam teriyaki rumah ale lagi gua,2023-04-11 18:15:49+00:00
baru kali ini ngrasa mual gajelas anjing,2023-04-11 18:15:29+00:00
"Hati Ayam Frozen 1Kg Untuk Anjing Dan Kucing LBFXOVA

https://t.co/LJsLW0fzV6 https://t.co/OQH7UjQK6S",2023-04-11 18:15:23+00:00
"Pet Protection Collar Corong Pelindung Penutup Leher Anjing Kucing 9DVMT7A

https://t.co/1u41teqSdl https://t.co/sUO0GlJZJi",2023-04-11 18:15:16+00:00
@ondhealy anjing gitu dek,2023-04-11 18:15:05+00:00
