Tweets,Date
"@superstarr_28 Kcil gtu aja kontol nya, udah mau nangis kau lonte, cba punya aku ni, biar skalian mati kau, tuk apa kau hidup lama, bikin aja kau tu, memek aja kau pemer2kan anjing😠",2023-04-11 18:56:32+00:00
@persib Kontol,2023-04-11 18:56:10+00:00
kontol sama seisi dunia ini https://t.co/s1lFqp7YCy,2023-04-11 18:54:50+00:00
krn bun hidup berjalan seprti bakso kontol bakso kontol,2023-04-11 18:53:00+00:00
@POTUS Kontol,2023-04-11 18:52:18+00:00
"@convomfs gw jadi lu gw bales ""kontol""",2023-04-11 18:50:45+00:00
"SEKALINLAGI, KONTOL",2023-04-11 18:47:30+00:00
@IwanPalung @revlia_ apa kontol,2023-04-11 18:46:48+00:00
"@CuevasSarahjean @Biosk0p69 Soal, jilbab doang. Rupanya doyan kontol. Anjing2",2023-04-11 18:45:45+00:00
@notfavboyyy_ Ah kontol,2023-04-11 18:45:42+00:00
@kontol_dowoo Wow bapak ganteng,2023-04-11 18:43:00+00:00
"@sosmedkeras Kontol anda "" kontrakan di Belanda""",2023-04-11 18:42:44+00:00
@tanyakanrl opini kontol,2023-04-11 18:42:41+00:00
KONTOL!!!,2023-04-11 18:42:18+00:00
"@Darthon10 Opm yg su tua kayak nene,ko bilang enak,kasian laki2 tara perna cuki begini sudah",2023-04-11 18:42:06+00:00
"hih kontol kali ketikan mu loh, jelek bgt jemboooottttt",2023-04-11 18:42:03+00:00
@Flawsy6 @anythingbott Asep kontol kontol apa nih maaf ngemong kasar😇(transfroms) Indonesia🇮🇩,2023-04-11 18:40:07+00:00
perlu dipahami ya kontol,2023-04-11 18:39:37+00:00
"alah kontol mikir ajala itu cewenya lagi hamil, sebatas beli cendol aja gamau. ngambekan ky bocil. bkn masalah social butterfly apa kg, dia hrs ngerti mana prioritas. sp tau istrinya ngidam kl suaminy sndiri yg beli. gausah pk versi bitter versi bitter dah tai",2023-04-11 18:38:17+00:00
"Berulah lagi si KONTOL ini, rnb ges https://t.co/MgJdZM2RNi",2023-04-11 18:37:09+00:00
@tanyakanrl JELEK KALI KONTOL,2023-04-11 18:37:03+00:00
@RuangLucuuu KONTOL,2023-04-11 18:36:33+00:00
@tanyakanrl CAPER LU KONTOL,2023-04-11 18:35:37+00:00
"@farhanrn__ Badan kek babi ringan tangan, pengen ku injak perut kau kontol",2023-04-11 18:35:36+00:00
@BidanDael Punya nya kontol bukan pentol🙏🙏🙏🙏🙏,2023-04-11 18:35:35+00:00
"@bekyunnn_ @tanyarlfes @ShopeeID eh kontol kn bisa dm, nelpon cs ya anjinng, spam aj mmek, dbyar brp ?",2023-04-11 18:33:20+00:00
@Restty_cayah @seeksixsuck Bapaknya raja kontol.. anaknya ga beda.. makan dah tuuuhhhj,2023-04-11 18:31:50+00:00
@awengewe kontol,2023-04-11 18:30:43+00:00
ANJING BANGSAT GW LIAT KONTOL AH UDH MALEM JUGA GW TABOK NENEK LU,2023-04-11 18:30:12+00:00
Cok kontol,2023-04-11 18:27:51+00:00
apasi tot dia sok asik bgt qrt tweet gw yang nyari layout wkwk lawak lu kontol,2023-04-11 18:27:29+00:00
"sengaja ga tidurr karna nungguin dia bales chat, sampe mata gue perih gara² ngantuk eh diaa ga bales chat gue, tapi ngeliat sw gue kontol",2023-04-11 18:27:27+00:00
sumpah gue pengen nonjok banget tai lah kontol,2023-04-11 18:25:56+00:00
@Tetangga__kamu Kog Aku jadi kepingin Isapin tu kontol ya?,2023-04-11 18:25:38+00:00
@Dennysiregar7 KL pak Anies jadi presiden kau tidak ada kerjaan jadi penjilat kontol penguasa. Keluarga penjilat kelamin kau anjing,2023-04-11 18:25:36+00:00
@Wulanin80987363 Kontol aku besar nih,2023-04-11 18:25:23+00:00
@cavutes WKWKWKWKWKWK KONTOL LUUU INI LUCU,2023-04-11 18:24:32+00:00
@tanyakanrl minimal otak dipake lah kontol,2023-04-11 18:24:21+00:00
"kontol, rabu banyak banget tugasnya dn baru w kerjain jam segini akwiwkwowk https://t.co/CwACY6Vokd",2023-04-11 18:23:57+00:00
aduh kontol ada aja masalahnya ya memek memek,2023-04-11 18:23:01+00:00
BARU SADAR CAPTNYA.. KONTOL KALO MAU FAKERIN GAUSAH PAKE KATA KATA GA CANTIK ANJING LO FIKIR BAPAK GUE SAYANG GUE GEGARA GW CANTIK? GEGARA GW ANAKNYA LAH TOLOLOLLLOLOLOLOLOL MEMKEKKKLKKKK,2023-04-11 18:21:56+00:00
"@Ap_papua Pajang2 orang pu foto,macam ko bagus saja",2023-04-11 18:21:28+00:00
"@Ap_papua Mati liat pepe sampeeee,,tara pernah cuki kapaaa",2023-04-11 18:20:33+00:00
anjing kontol masih ga tega sm penemuan kemarin💔,2023-04-11 18:19:30+00:00
@tetapcinta13 @tanyakanrl Achivement kali pengen ngerasain kontol anak pajak,2023-04-11 18:17:30+00:00
"pgn dipejuhin sm kontol kmu, soalnya lagi sangee bgttt💦

#kontolinfoto #kontolin #kasarin #lecehin #Pejuhin #pejuhinfoto #pejuhinfotoaku #PejuhinChallenge #seksmabuk https://t.co/e4J9x2QC9j",2023-04-11 18:16:28+00:00
@iamhasyim @izkarasc @18fesss opini kontol,2023-04-11 18:15:26+00:00
Ada cewek yg butuh Kontol gak jam segini....???,2023-04-11 18:15:09+00:00
beneran jadi makin makin makin makin kontol,2023-04-11 18:14:23+00:00
@Trending_Issue Kalau pendukung sebelah Typikal kontol tapir ...... Hahahaahah,2023-04-11 18:12:32+00:00
"Sekarang nyesel udah ngabisin duit demi top up game kontol, ngape makin sini makin banyak bocil ribet sih bangsat kesel bgt gua betmut seharian gara-gara game doang mang anjing",2023-04-11 18:10:58+00:00
aku mau di manja manja tapi km cuek cuek aja kontol amat,2023-04-11 18:10:53+00:00
Ngp y tu org ky kontol ngeselin bgt,2023-04-11 18:10:31+00:00
@tanyarlfes kontol,2023-04-11 18:10:06+00:00
@spontanhuyy gaada makasihnya kontol,2023-04-11 18:09:59+00:00
"sesakali ngamuk itu gpp, asal jangan bilang kontol",2023-04-11 18:08:44+00:00
@agathaalya2 Ikuti balik dong aku kasih pap kontol aku,2023-04-11 18:08:21+00:00
@partisangambia @nursandie Kontol,2023-04-11 18:08:05+00:00
@agathaalya2 Dm aku kasih pap kontol aku,2023-04-11 18:07:13+00:00
@moonareas ngentot kontol kaya mukanya spek Chris evans aja pantek sampe disuruh merasa beruntung dapetin dia. stress dasar anak dajjal.,2023-04-11 18:06:48+00:00
"@18fesss Ngomong gini kak
Kontol, memek, entot, anjing, ewe, yg kenceng, gede, keras, sempitin, tolol, peju, crot
Yg gitu kak kata2nya, aku sendiri kalo disuruh peragain gini aneh bgt",2023-04-11 18:05:59+00:00
@pipukiddoss kontol klian tu gabaca komenku,2023-04-11 18:05:49+00:00
"@gadismungil__ Kk yg buek kami join beko gabut haa, kontol ndak lo dapek :(",2023-04-11 18:04:38+00:00
kontol,2023-04-11 18:04:26+00:00
"@convomfs mau mau aja lagian, katain nder satusatu, kontol lo semua ngentot bocah anjing",2023-04-11 18:04:00+00:00
@cavutes Terkontol kontol mang,2023-04-11 18:03:11+00:00
"mau pap kontol ihh, sangee
#SANGE_AAAAAAAAAAH",2023-04-11 18:02:17+00:00
@bbaabvy Ya bener kalo ketemunya yang mokondo mah cuma modal kontol coba ketemunya yang baik baik,2023-04-11 18:01:54+00:00
buang buang duit kontol,2023-04-11 18:01:50+00:00
gue sekarang sdar klo hate speech dri orang it kaya kontol alias ini akun gue jadi suka suka gue lah kontol,2023-04-11 18:00:53+00:00
"Org tiap hari ngeluh sakit kepala tp kelakuannya tiap hari begadang tidur kagak teratur dll. Tapi masih suka nanya “kok kepala gw sakit terus, knp ya?”. Kontol lu berisik tiap malem ganggu org mo tidur babi",2023-04-11 18:00:05+00:00
"@Heraloebss @Poldametrojaya_ @DivHumas_Polri @ListyoSigitP We kontol, anak mn ini pngn ku injak yg geng ngerekan,, anak lonte kurang ajar😤👿",2023-04-11 18:00:01+00:00
kocak kontol cicak,2023-04-11 17:59:52+00:00
@partisangambia raimu koyo kontol,2023-04-11 17:59:48+00:00
"Punya kontol gede pengen di pake ngewe nih. Atau Chatsex and phonsex juga ayo. Yg mau liat DM aja LG ngaceng nih. Yg mau di puasin sampe lemes sini DM ya

#SANGE_AAAAAAAAAA #sangeberat #Sangebanget #colbar #chatseks #phoneseksyuk #kontolin #kontolbrondong #memekbasah #kontolbesar",2023-04-11 17:59:41+00:00
Boleh liat kontol kmu gak ?,2023-04-11 17:59:37+00:00
temen kontol gak bisa baca ruangan,2023-04-11 17:59:11+00:00
@HelmiFelis_ @islah_bahrawi Si kontol pengecut main blokir https://t.co/k3sup822vB,2023-04-11 17:59:09+00:00
hehhehhehe kontol pt2,2023-04-11 17:58:43+00:00
hehehe mau marah😁pengen teriak “kontol” heheheheh,2023-04-11 17:58:29+00:00
@seeksixsuck Kontol,2023-04-11 17:58:27+00:00
indra jancokkk kontol tempek kudu di tuturi asuuuu celeng gatheelllll,2023-04-11 17:57:58+00:00
KONTOL,2023-04-11 17:57:42+00:00
ga lahhhhhhh tiap hari pengen bilang kontol lu semua dpn org yg gue temuin #cegil,2023-04-11 17:57:42+00:00
@cantikajanuary Di masukin Kontol gw nikmat bnget tuch posisi kyak gitu nich beb❤️😀👇👇👇 https://t.co/Pd4mcv8CVl,2023-04-11 17:57:10+00:00
Liat pap kontol dada berdebar2,2023-04-11 17:56:29+00:00
"@na_stl Lha asu, drtd gw ngajak real life 
Di sosmed ngapain cuma debat ga mutu begini su asu
Malah ngatain kalah debat 
Lha otak isinya kontol doang.lonthe ga laku ya Lo?",2023-04-11 17:56:27+00:00
Sebagaimana normalnya hidup gw jg bisa kali bodoamat ya kali mikirin kerjaan mulu cape kontol,2023-04-11 17:56:25+00:00
@allefansyah Kontol jerapah,2023-04-11 17:55:42+00:00
@firefess kontol idaman,2023-04-11 17:55:30+00:00
@Ahayyydek kontol,2023-04-11 17:54:04+00:00
@tanyakanrl Dasar bocah kontol,2023-04-11 17:53:55+00:00
@168O21 @convomf kontol,2023-04-11 17:53:38+00:00
Prik kali kontol https://t.co/klVbwospvo,2023-04-11 17:52:24+00:00
@tanyakanrl yg bilang gitu ke gua kek kontol by1 lance dek only mid no recall minat? dm,2023-04-11 17:52:09+00:00
@tanyakanrl Lu kayak kontol https://t.co/Db5IERrKav,2023-04-11 17:51:59+00:00
@shakingmydick kontol,2023-04-11 17:51:18+00:00
"Si ads tuh cinta sejati kontol…, binatang!",2023-04-11 17:51:14+00:00
AAAAA cape bgt pen teriak kontol,2023-04-11 17:50:46+00:00
@panggilMoo Emg kontol kalian berdua 🥲,2023-04-11 17:50:30+00:00
"giliran yg lain ud punya tiket minta cuti langsung dikasih, giliran gue punya tiket segala macem tetep ""ga ada orang yg backup"" wkwkwk kontol",2023-04-11 17:50:28+00:00
"I will not sugar coat it. buat kalian yang nyalahin Mika, kontol",2023-04-11 17:50:07+00:00
"@narkosun @DivHumas_Polri kontol, berasa macan di kampungan sendiri tapi jadi kelinci di kampungan orang",2023-04-11 17:49:07+00:00
gweh liat liat org org kenapa kaya kontol,2023-04-11 17:48:40+00:00
orang orang pada kek kontol lama lama nihh,2023-04-11 17:48:20+00:00
Kontol. bacot,2023-04-11 17:48:03+00:00
@liliiiii_1 Kontol,2023-04-11 17:47:56+00:00
Kontol.,2023-04-11 17:47:39+00:00
"@na_stl Hehe BAJINGAN asu
Dadekke pye??? Lonthe Ki 
Gw drtd ngajak Lo open fight su
Bajingan ki, pye jadikan dimana asu
Bajingan kontol lonthe haram jadah",2023-04-11 17:46:48+00:00
"@aisyhcntik Ngewek enak looh kontol ku Sampek ngbuut sampai lidah cewek gue menjulur terus menerus,dan matanya ke atas katanya nikmaat bangeet gak ada bandingan nya,kamu mau juga aku gituin nikmat nya poool,",2023-04-11 17:46:44+00:00
NGENTOT LO KONTOL,2023-04-11 17:46:35+00:00
@kegblgnunfaedh KONTOL,2023-04-11 17:46:25+00:00
@dorigtos kontol jelasin,2023-04-11 17:46:16+00:00
AH KONTOL LAH,2023-04-11 17:46:15+00:00
"NGEYEL BANGET SIH KONTOL, GILIRAN HNDK DI CO MALAH KDA JADI BANGSAAAAAT",2023-04-11 17:46:08+00:00
si kontol malah pindah ke dm😭,2023-04-11 17:45:59+00:00
"@ardianpancaa Dalam kasus ini, AG umur lima belas tahun ngelakuin persetubuhan juga dengan david, nih bocah juga ngak bisa jaga kontol, kalo dia kgk bersetubuh dengan AG gk sampe gini sih kasusnya.",2023-04-11 17:45:28+00:00
"org ky gini emg mesti di katain kontol, gabs gue sbr liat org tolol goblok bgini",2023-04-11 17:45:03+00:00
"Temen temen lu semuanya aneh banget sok tau. Benci banget kontol, malem malem.",2023-04-11 17:44:44+00:00
@tanyarlfes negara demokrasi katanya hahhahha kontol,2023-04-11 17:44:40+00:00
@Rednotics Kontol,2023-04-11 17:44:29+00:00
Emang manusia pada kaya kontol.,2023-04-11 17:44:25+00:00
@partisangambia @nursandie brisik lu kontol wicis2 ibu lu ngutang di warung,2023-04-11 17:44:15+00:00
"no hate to the actress, tapi sedari awal emang mending jangan diambil tawaran cast’nya. lu pernah kecil lu pernah nonton ariel gimana rupanya. sekali lagi ga bermaksud rasis tapi disney emang kontol",2023-04-11 17:43:38+00:00
"Parah .. grab makin parah..
Udah 2 kali take order tpi make lokasi riwayat sebelumnya... yg pertama gpp lah deket.. yg kedua ini jauh anjir di tempat kerja sana nyasarnya.. kan kontol ya.. udah gitu gada solusi dari drivernya.. katanya takut rugi.. loh saya customer loh.. asu https://t.co/VbSz6ArtVV",2023-04-11 17:43:17+00:00
"Dalam kasus ini, AG umur lima belas tahun ngelakuin persetubuhan juga dengan david, nih bocah juga ngak bisa jaga kontol, kalo dia kgk bersetubuh dengan AG gk sampe gini sih kasusnya.",2023-04-11 17:42:03+00:00
@hiza_leon @AremafcOfficial yahahahahahayukk gblokk tim kontol,2023-04-11 17:41:25+00:00
@urmowahere @seloouth HAHA kontol saringan rusak tsay?,2023-04-11 17:41:21+00:00
@detikcom @detik_jatim Nyari panggung lo kontol ? @detikcom,2023-04-11 17:40:55+00:00
"@yeriana55 @18fesss yg b ada mobil, persentase mobil itu 90% makanya dia masih bimbang wkakakakak intinya lu matre kontol",2023-04-11 17:40:10+00:00
"Mang bener kata reyvan ""kalian berdua bakalan selamanya ngasih makan ego masing2. Lo butuh afeksi dia juga tp lo berdua kagak mau komitmen, kontol lah""",2023-04-11 17:39:55+00:00
@pemburu_nenen66 Cewe doyan kontol cht,2023-04-11 17:39:52+00:00
"anjing melon kontol memek bajingan sialan, au terakhir yang gua baca ilang ngentot https://t.co/wXy2w8ISPu",2023-04-11 17:39:44+00:00
Jemi kontol,2023-04-11 17:39:38+00:00
putra kontol,2023-04-11 17:39:10+00:00
KONTOL,2023-04-11 17:39:09+00:00
"@sbtcon Buyer kontol, mending lu kasi racun tikus aja",2023-04-11 17:39:09+00:00
Giliran laptop dah bener sekarang orang nya sakit ah kontol,2023-04-11 17:38:57+00:00
@tanyakanrl Apalagi muka lu lebih biasa bgt kontol,2023-04-11 17:38:55+00:00
@narkosun @DivHumas_Polri Pasti ibunya lonte pelacur lahirin anak kek kontol gitu gedennya kek anjing,2023-04-11 17:38:52+00:00
@linvrouze Wkwkwk y klo tendang kontol nya di diss.. ngurangin poin,2023-04-11 17:38:47+00:00
@18fesss Kontol lu putih? Wangi? Dasar goblok,2023-04-11 17:38:30+00:00
cowo sotoy kontol,2023-04-11 17:38:14+00:00
"@tanyakanrl Emak' kontol, doyan banget playing victim anjing",2023-04-11 17:38:02+00:00
"Moyang gua berdarah darah ngediriin negeri ini ,eh elu pala kontol manusia antah berantah dr yaman dtg mau nyari makan jadi petingkah kowe skrg ! Asu kowe @GeiszChalifah",2023-04-11 17:36:32+00:00
"Disuruh jadi dosen
Disuruh nikah
Disuruh nabung
Disuruh kembangin usaha
Disuruh nyari munir
Disuruh nyari Perpustakaan Alexandria
Disuruh nyari kraken
Disuruh nyari one Piece

Emang kontol yang hobi nyuruh nyuruh ini.
Aku bilangin ini yang hobi nyuruh orang
KONTOL lo pada.",2023-04-11 17:36:23+00:00
@BasementAlter Umur 20th kyk gini emg lg engas bgt kyknya. Brasa otak d kontol y nder,2023-04-11 17:35:27+00:00
@greendissident yang marah paling si texas texas kontol percuma di psywar orang banyak yang udah pada males sama arema,2023-04-11 17:35:23+00:00
Hallah kontol,2023-04-11 17:35:05+00:00
haha mampus lo bangsat. rasain kontol.,2023-04-11 17:33:33+00:00
@mymymypororo Kontol lu monyet,2023-04-11 17:33:04+00:00
Kontol,2023-04-11 17:32:20+00:00
"@tanyakanrl Gaada typing ganteng atau typing jelek, adanya typing kontol kek ""dari ❤️ke❤️"" wkwkwkw",2023-04-11 17:32:19+00:00
gw mau nulis tentang si kontol ini krn he really deserve a whole paragraph of hate,2023-04-11 17:32:07+00:00
@IndosatCare Kontol,2023-04-11 17:31:54+00:00
"Apa sih, kenapa ketikannya boys planet stan pada jahat banget anjing, gila ya????

Debut belom udah toxic bat KONTOL

bodo dah misal pick gue debut, GA SUDI gue masuk fandomnya",2023-04-11 17:31:33+00:00
@HAWAPANAS90 @KUNCIKAMAR90 Ayok sy puasin,2023-04-11 17:31:21+00:00
kontol daaaah wkakakak,2023-04-11 17:31:07+00:00
cuek kaya kontol https://t.co/T5qjYdZuMV,2023-04-11 17:30:38+00:00
@innerlued Bilang mamahmu bahwasannya tidak apa-apa untuk berteriak kontol sekali-sekali karena itu enak,2023-04-11 17:30:07+00:00
Sangking gak ada tempat lari lagi nangis tengah malem sendirian kontol,2023-04-11 17:30:00+00:00
@thvsg_ @girlisqueen @dwrjlblu @goatamine ni anak kontol emang omongannya dari tdi gaje wkkwkw dah lah serah lo dah bela sna oppak lo sampe mati kwkwkw,2023-04-11 17:29:17+00:00
@lapislegitxvi bsd bsd kontol bacot sekali dongookkkm,2023-04-11 17:29:08+00:00
mau fantasiin kontol aku gak #chatseksbrutal #chatseks #chatsekskasar,2023-04-11 17:29:02+00:00
indosat ngelag bener kontol,2023-04-11 17:28:38+00:00
Sumpah ya kontol kalo aja gua dapet kasih sayang dari orang tua dari kecil bukan makian sama pukulan gk akan gua berharap dapet kasih sayang dari orang luar gak akan gua berharap dapet mertua yg baik dan sayang sama gua gimana di luar gak dapet di rumah gk dapet sakit hati banget https://t.co/JhivCKBev3,2023-04-11 17:28:24+00:00
@itaaa_1234 Emutin kontol aku donk,2023-04-11 17:27:49+00:00
"@after_suckseed @soodamidami_ @muwihabibie @idextratime @elchiringuitotv gua membela vede karna dia udah ngebela keluarga nya tapi tidak dengan tindakan kekerasan maka nya dong kontol lo baca baca noh komenan gua dari kemarin haduh tolol tolol,  🤣🤣 lo nya aja bodoh nggk bisa mahamin kata orang asal ceplas ceplos tapi nggk tau pembahasan nya apa",2023-04-11 17:27:39+00:00
Akutu pengen puasa berkata kontol tapi cen polahmu ko kontol asu.,2023-04-11 17:27:13+00:00
sumpah season kontol anjg,2023-04-11 17:25:48+00:00
"@ekowboy2 Kata orang banjar itu 
BUTUH = KONTOL

anies kontol maksudmu yaa??",2023-04-11 17:25:37+00:00
"bukber"" bikin berantem kontol",2023-04-11 17:25:34+00:00
kontol,2023-04-11 17:24:33+00:00
@gratitudecnvs Wah shitta kontol berantem aja kita,2023-04-11 17:24:30+00:00
@jumbleh2 @kegblgnunfaedh bacot jumbleh kontol,2023-04-11 17:24:15+00:00
KONTOL,2023-04-11 17:24:12+00:00
"@d_maine_coon @suiisad @sosmedkeras @DivHumas_Polri @CCICPolri yeee kontollll mainnye nyerang personal babi bencong amat sifatlu ngalahin boti, kalah ma kalah aja kontol asal lu tau noh isilop jg pas di camp saling sepong gausah soiye pepekkkk",2023-04-11 17:22:33+00:00
@iloponeds @tanyakanrl Kontol kan aing jawanese,2023-04-11 17:22:10+00:00
@tanyakanrl Bocah kontol,2023-04-11 17:21:50+00:00
@tanyarlfes Ngomong “elo kontol” selama 5 menit,2023-04-11 17:21:15+00:00
caper banget kontol https://t.co/Temi7EojUM,2023-04-11 17:21:06+00:00
@BRRAHlM serem banget kontol,2023-04-11 17:20:38+00:00
"Umur 15 aja uda pengen, gw yg 23 lebih pengen lahh..
#purwakarta #SANGE_AAAAAAAAAAH #sangeberat #kontol #ngentod #ngentotmemek #ngentotyuk #kenthu #ngewebocil  #Bandung #bandungcrot",2023-04-11 17:20:23+00:00
"@garagarabola_ Akun kontol

Share info2 aja jgn profokator bgsd",2023-04-11 17:20:13+00:00
Team BuBaDiBaKo ! Budi Baik Dibalas Kontol.,2023-04-11 17:19:47+00:00
"@infotwitwor_ orang tua tapi banyaknya mikir kaya gini sih, ""gw boleh begini, anak ga boleh harus ikut apa kata gw"". kontol lah",2023-04-11 17:19:12+00:00
ngapain juga rumah orang ajg pada gk tau diri kontol,2023-04-11 17:18:44+00:00
Nambah-nambahin beban idup aja kontol,2023-04-11 17:18:31+00:00
kontol lah di khawatirin malah kaya kontol,2023-04-11 17:18:29+00:00
Keputer cancer lg kontol,2023-04-11 17:18:10+00:00
kontol.,2023-04-11 17:17:31+00:00
@flywithasoka @tanyakanrl Ibu ibu kontol,2023-04-11 17:17:13+00:00
@tanyakanrl kontol kau khilaf,2023-04-11 17:16:47+00:00
"@tanyarlfes ""kontol lo"" sampe 5 menit",2023-04-11 17:16:11+00:00
yg pny indihome mati ae kontoL,2023-04-11 17:16:01+00:00
@m505d235 @Cr1TiKaLiNe KONTOL,2023-04-11 17:15:40+00:00
"cs sambil colbar dan tukeran pap kontol kuy, atau mau phonesex aja?

#colibareng 
#colbar
#gaylokal 
#gayindo 
#gaypadang",2023-04-11 17:15:32+00:00
@masBUNG3 @txtdrkuliner anak kontol,2023-04-11 17:15:03+00:00
@sosmedkeras Wkwkwk ngomonge mung ping 5 padahal nganti lali wis ping piro wae 🤣 kontol dik dik🤣,2023-04-11 17:14:59+00:00
@EAFIFAMOBILE Tolong sistem permainan diperbaiki jangan ngerjain saya agar lebih lama bermain game kontol lu bangsat anjing,2023-04-11 17:14:40+00:00
@tanyakanrl anak kontol,2023-04-11 17:14:19+00:00
@GeiszChalifah Onta yaman pala kontol ..nih baca BABI DONGOK !! https://t.co/wIHUAnjO6H,2023-04-11 17:13:26+00:00
@eatyourmatcha kontol emng,2023-04-11 17:13:07+00:00
@HAJAH689 Ayooo... tuh bu kontol saya gede nih,2023-04-11 17:13:04+00:00
@nicknelsown KONTOL BELIAU LAKI GW,2023-04-11 17:12:56+00:00
